merchant,description,amount,category,date,timestamp
IOCL,petrol payment,760.36,TRANSPORTATION,2025-02-15,2025-02-15 10:09:56
Tata Sky,IMPS Payment - phone bill,292.76,UTILITIES,2024-12-03,2024-12-03 10:09:56
Netflix,RTGS Transfer - gaming,1287.1,ENTERTAINMENT,2024-06-07,2024-06-07 10:09:56
Angel Broking Ltd,share trading,25000.0,INVESTMENT,2024-08-15,2024-08-15 10:09:56
KSEB,Credit Card Payment - broadband payment,1380.19,UTILITIES,2024-06-04,2024-06-04 10:09:56
Adventure Park India,gaming subscription,399.0,ENTERTAINMENT,2025-03-02,2025-03-02 10:09:56
Zerodha,UPI Payment - stock purchase,1051.41,INVESTMENT,2024-06-23,2024-06-23 10:09:56
Spa,maintenance,10000.0,MISCELLANEOUS,2025-07-21,2025-07-21 10:09:56
Photography Pvt Ltd,RTGS Transfer - donation,500.0,MISCELLANEOUS,2025-01-02,2025-01-02 10:09:56
Parking Fee,cab ride,50.0,TRANSPORTATION,2025-05-19,2025-05-19 10:09:56
Supermarket,cosmetics,1039.62,SHOPPING,2024-08-20,2024-08-20 10:09:56
Tikona,water bill,2000.0,UTILITIES,2025-09-05,2025-09-05 10:09:56
Bikanervala,canteen recharge,400.0,FOOD_DINING,2025-08-06,2025-08-06 10:09:56
Apollo Hospital,Net Banking - dental treatment,1000.0,HEALTHCARE,2025-01-11,2025-01-11 10:09:56
OLA,fuel refill,120.0,TRANSPORTATION,2024-09-10,2024-09-10 10:09:56
Pathology Lab,Credit Card Payment - dental treatment,12952.62,HEALTHCARE,2025-05-01,2025-05-01 10:09:56
Ajio,RTGS Transfer - laptop buying,1500.0,SHOPPING,2025-07-17,2025-07-17 10:09:56
Life Insurance Pvt Ltd,Mobile Banking - stock purchase,100000.0,INVESTMENT,2025-06-24,2025-06-24 10:09:56
Seminar,workshop fee,95616.63,EDUCATION,2024-07-26,2024-07-26 10:09:56
BYJU'S,Debit Card Payment - book purchase,25000.0,EDUCATION,2024-04-25,2024-04-25 10:09:56
Printing,gift purchase,500.0,MISCELLANEOUS,2025-05-04,2025-05-04 10:09:56
Workshop,educational material,56294.51,EDUCATION,2024-08-27,2024-08-27 10:09:56
AIIMS,dental treatment,3682.65,HEALTHCARE,2025-04-21,2025-04-21 10:09:56
Ola,flight booking,455.62,TRANSPORTATION,2025-08-15,2025-08-15 10:09:56
IndiGo,train ticket,2917.82,TRANSPORTATION,2025-08-13,2025-08-13 10:09:56
Tiffin Service,snacks order,100.0,FOOD_DINING,2024-09-11,2024-09-11 10:09:56
Maintenance,gas bill,3060.31,UTILITIES,2025-10-10,2025-10-10 10:09:56
Electronics Shop,cosmetics,200.0,SHOPPING,2024-07-08,2024-07-08 10:09:56
SpiceJet,monthly pass,2653.79,TRANSPORTATION,2024-11-09,2024-11-09 10:09:56
Cleaning Service,donation,961.59,MISCELLANEOUS,2025-05-30,2025-05-30 10:09:56
SBI Securities,systematic investment,25000.0,INVESTMENT,2024-08-22,2024-08-22 10:09:56
Metro Card Store,monthly pass,200.0,TRANSPORTATION,2025-04-11,2025-04-11 10:09:56
Apollo Hospital Online,medicine purchase,7214.11,HEALTHCARE,2025-06-19,2025-06-19 10:09:56
Sun Direct,dth recharge,1916.44,UTILITIES,2025-08-15,2025-08-15 10:09:56
ICICI Direct,investment,316471.08,INVESTMENT,2025-07-19,2025-07-19 10:09:56
Axis Mutual Fund,retirement fund,25000.0,INVESTMENT,2024-04-27,2024-04-27 10:09:56
Stationery Shop,training program,77621.38,EDUCATION,2025-06-02,2025-06-02 10:09:56
Vistara,Debit Card Payment - parking charges,500.0,TRANSPORTATION,2025-05-20,2025-05-20 10:09:56
Max Hospital,QR Code Payment - dental treatment,9916.62,HEALTHCARE,2025-09-21,2025-09-21 10:09:56
UTI AMC Ltd,investment,50000.0,INVESTMENT,2025-02-15,2025-02-15 10:09:56
Wellness Center,health insurance,3000.0,HEALTHCARE,2024-06-02,2024-06-02 10:09:56
SBI SECURITIES,mutual fund SIP,142170.4,INVESTMENT,2024-09-17,2024-09-17 10:09:56
Spa,gift purchase,419.32,MISCELLANEOUS,2025-03-20,2025-03-20 10:09:56
Pantaloons,QR Code Payment - grocery shopping,5439.07,SHOPPING,2025-03-04,2025-03-04 10:09:56
ICICI Prudential,IMPS Payment - life insurance premium,885.92,INVESTMENT,2025-06-19,2025-06-19 10:09:56
Salon Pvt Ltd,personal care,32633.48,MISCELLANEOUS,2025-07-21,2025-07-21 10:09:56
Fun Republic,movie ticket,1973.49,ENTERTAINMENT,2025-03-31,2025-03-31 10:09:56
Spa,tax payment,25933.6,MISCELLANEOUS,2025-08-24,2025-08-24 10:09:56
Ola,uber ride,506.29,TRANSPORTATION,2024-10-16,2024-10-16 10:09:56
Voot,prime subscription,592.34,ENTERTAINMENT,2024-07-06,2024-07-06 10:09:56
Kotak Securities,UPI Payment - systematic investment,37313.53,INVESTMENT,2024-11-02,2024-11-02 10:09:56
Vi,cable bill,1000.0,UTILITIES,2024-09-05,2024-09-05 10:09:56
Supermarket,mobile buy,2000.0,SHOPPING,2024-07-20,2024-07-20 10:09:56
Tata Sky,electricity bill,1500.0,UTILITIES,2025-03-26,2025-03-26 10:09:56
Fortis Hospital,medical checkup,1000.0,HEALTHCARE,2024-08-06,2024-08-06 10:09:56
Dental Clinic,pharmacy,18694.27,HEALTHCARE,2025-09-07,2025-09-07 10:09:56
Swiggy,breakfast delivery,300.0,FOOD_DINING,2025-07-25,2025-07-25 10:09:56
Medical Store,RTGS Transfer - medical emergency,12347.8,HEALTHCARE,2024-08-02,2024-08-02 10:09:56
Supermarket,Net Banking - mobile purchase,29081.06,SHOPPING,2024-04-25,2024-04-25 10:09:56
Bus Booking,cab ride,50.0,TRANSPORTATION,2024-09-29,2024-09-29 10:09:56
Maintenance.com,QR Code Payment - phone bill,300.0,UTILITIES,2024-11-14,2024-11-14 10:09:56
Training,educational material,2000.0,EDUCATION,2025-02-24,2025-02-24 10:09:56
KSEB,maintenance charges,1209.62,UTILITIES,2024-09-25,2024-09-25 10:09:56
YouTube Premium,IMPS Payment - music subscription,1110.76,ENTERTAINMENT,2024-09-05,2024-09-05 10:09:56
Maintenance,internet bill,1500.0,UTILITIES,2024-10-17,2024-10-17 10:09:56
Vedantu,coaching classes,40090.63,EDUCATION,2025-01-16,2025-01-16 10:09:56
Angel Broking,retirement fund,5000.0,INVESTMENT,2025-01-18,2025-01-18 10:09:56
BigBasket,home appliances,47996.56,SHOPPING,2025-04-14,2025-04-14 10:09:56
Charity,personal care,1000.0,MISCELLANEOUS,2025-08-25,2025-08-25 10:09:56
Training,QR Code Payment - coaching classes,50000.0,EDUCATION,2025-02-25,2025-02-25 10:09:56
College Fee,book purchase,5000.0,EDUCATION,2024-10-10,2024-10-10 10:09:56
Physiotherapy,Wallet Payment - dental treatment,200.0,HEALTHCARE,2025-08-27,2025-08-27 10:09:56
Netflix Ltd,netflix pymnt,399.0,ENTERTAINMENT,2025-09-25,2025-09-25 10:09:56
Water Park,movie ticket,390.37,ENTERTAINMENT,2024-06-14,2024-06-14 10:09:56
Flipkart,home appliances,186.87,SHOPPING,2025-07-31,2025-07-31 10:09:56
Aditya Birla Sun Life,bond investment,443606.73,INVESTMENT,2024-06-06,2024-06-06 10:09:56
Starbucks Online,UPI Payment - breakfast delivery,1281.56,FOOD_DINING,2025-01-04,2025-01-04 10:09:56
MSEB Store,broadband payment,2000.0,UTILITIES,2025-04-01,2025-04-01 10:09:56
School Fee,book purchase,4381.89,EDUCATION,2025-05-12,2025-05-12 10:09:56
Dish TV,cable bill,1500.0,UTILITIES,2024-06-07,2024-06-07 10:09:56
BSNL,RTGS Transfer - mobile recharge,3301.01,UTILITIES,2024-11-26,2024-11-26 10:09:56
Airtel,broadband payment,2000.0,UTILITIES,2025-09-29,2025-09-29 10:09:56
Tiffin Service,weekend dining,500.0,FOOD_DINING,2024-11-30,2024-11-30 10:09:56
School Fee,certification cost,45079.14,EDUCATION,2025-01-01,2025-01-01 10:09:56
Zee5,movie ticket,1408.55,ENTERTAINMENT,2025-01-21,2025-01-21 10:09:56
University,QR Code Payment - school fee,47651.62,EDUCATION,2025-02-02,2025-02-02 10:09:56
Jio,Debit Card Payment - water bill,223.8,UTILITIES,2024-05-29,2024-05-29 10:09:56
Stationery Shop,exam fee,2000.0,EDUCATION,2024-09-10,2024-09-10 10:09:56
Airtel Online,NEFT Transfer - dth recharge,9964.69,UTILITIES,2024-11-30,2024-11-30 10:09:56
Bus Booking,parking charges,200.0,TRANSPORTATION,2024-12-02,2024-12-02 10:09:56
Box8 India,Credit Card Payment - weekend dining,279.37,FOOD_DINING,2024-07-03,2024-07-03 10:09:56
Sony LIV,Net Banking - prime subscription,1090.43,ENTERTAINMENT,2025-09-03,2025-09-03 10:09:56
Sun Direct,electricity bill,300.0,UTILITIES,2025-04-16,2025-04-16 10:09:56
YouTube Premium,show tickets,559.65,ENTERTAINMENT,2025-02-03,2025-02-03 10:09:56
College Fee,RTGS Transfer - book buy,67052.87,EDUCATION,2025-02-12,2025-02-12 10:09:56
Myntra,IMPS Payment - laptop buying,200.0,SHOPPING,2025-04-29,2025-04-29 10:09:56
YouTube Premium,movie ticket,978.47,ENTERTAINMENT,2024-05-21,2024-05-21 10:09:56
Medical Store,clothes purchase,15000.0,SHOPPING,2024-10-15,2024-10-15 10:09:56
Salon,personal care,8918.75,MISCELLANEOUS,2025-05-07,2025-05-07 10:09:56
Amazon Prime,gaming,598.76,ENTERTAINMENT,2025-01-18,2025-01-18 10:09:56
Tikona,maintenance charges,7216.51,UTILITIES,2025-07-11,2025-07-11 10:09:56
McDonalds,restaurant bill,2147.56,FOOD_DINING,2024-11-08,2024-11-08 10:09:56
Sun Direct,mobile recharge,1678.53,UTILITIES,2024-08-30,2024-08-30 10:09:56
Adani Power,internet bill,4212.7,UTILITIES,2024-09-18,2024-09-18 10:09:56
UTI AMC,stock purchase,267207.34,INVESTMENT,2024-12-03,2024-12-03 10:09:56
Medical Store,RTGS Transfer - medical emergency,2083.22,HEALTHCARE,2025-01-25,2025-01-25 10:09:56
Training,tuition fee,1000.0,EDUCATION,2025-02-10,2025-02-10 10:09:56
GoAir,Wallet Payment - metro rchg,120.0,TRANSPORTATION,2024-09-24,2024-09-24 10:09:56
BSNL,electricity bill,2742.89,UTILITIES,2025-08-12,2025-08-12 10:09:56
Tiffin Service,IMPS Payment - party order,800.0,FOOD_DINING,2025-04-22,2025-04-22 10:09:56
Coursera,educational material,1000.0,EDUCATION,2024-06-23,2024-06-23 10:09:56
Ola,fuel refill,257.81,TRANSPORTATION,2025-04-09,2025-04-09 10:09:56
Canteen,mess fees,1781.76,FOOD_DINING,2025-01-06,2025-01-06 10:09:56
Pathology Lab,doctor consultation,214.91,HEALTHCARE,2025-07-07,2025-07-07 10:09:56
Max Hospital,medical checkup,2000.0,HEALTHCARE,2025-06-01,2025-06-01 10:09:56
Vi,mobile recharge,3223.91,UTILITIES,2025-03-28,2025-03-28 10:09:56
Faasos.com,RTGS Transfer - party order,371.97,FOOD_DINING,2024-12-11,2024-12-11 10:09:56
BookMyShow,entertainment,905.15,ENTERTAINMENT,2025-03-04,2025-03-04 10:09:56
AIIMS,medical emergency,1000.0,HEALTHCARE,2024-05-05,2024-05-05 10:09:56
supermarket,household items,38752.24,SHOPPING,2024-09-25,2024-09-25 10:09:56
Electronics Shop,home appliances,10000.0,SHOPPING,2025-05-29,2025-05-29 10:09:56
Gym,medicine purchase,8469.09,HEALTHCARE,2024-12-05,2024-12-05 10:09:56
Library,tuition fee,79811.92,EDUCATION,2024-12-26,2024-12-26 10:09:56
Unacademy,workshop fee,16015.04,EDUCATION,2025-07-29,2025-07-29 10:09:56
Myntra Store,home appliances,31458.19,SHOPPING,2024-06-02,2024-06-02 10:09:56
Maintenance,IMPS Payment - phone bill,3000.0,UTILITIES,2025-03-04,2025-03-04 10:09:56
Diagnostic Center,dental treatment,2943.06,HEALTHCARE,2025-01-06,2025-01-06 10:09:56
Mumbai Metro,parking charges,80.0,TRANSPORTATION,2025-09-11,2025-09-11 10:09:56
Local Clinic Pvt Ltd,dental treatment,6236.88,HEALTHCARE,2025-01-06,2025-01-06 10:09:56
Stationery Shop Pvt Ltd,QR Code Payment - workshop fee,41277.93,EDUCATION,2025-06-27,2025-06-27 10:09:56
Fun Republic,show tickets,199.0,ENTERTAINMENT,2024-08-14,2024-08-14 10:09:56
Tuition Teacher,NEFT Transfer - school fee,57029.99,EDUCATION,2024-04-25,2024-04-25 10:09:56
Tikona,water bill,6311.8,UTILITIES,2025-08-11,2025-08-11 10:09:56
Water Board,dth recharge,2694.59,UTILITIES,2024-09-16,2024-09-16 10:09:56
Tiffin Service,QR Code Payment - dinner payment,300.0,FOOD_DINING,2024-05-21,2024-05-21 10:09:56
Flipkart,Net Banking - clothes purchase,10000.0,SHOPPING,2025-02-10,2025-02-10 10:09:56
Charity,IMPS Payment - service fee,2000.0,MISCELLANEOUS,2025-07-28,2025-07-28 10:09:56
Tuition Teacher,course fee,10000.0,EDUCATION,2025-04-25,2025-04-25 10:09:56
Biryani Blues,dinner payment,153.23,FOOD_DINING,2025-07-24,2025-07-24 10:09:56
Tuition Teacher,NEFT Transfer - educational material,5000.0,EDUCATION,2025-07-17,2025-07-17 10:09:56
Box8,canteen recharge,300.0,FOOD_DINING,2024-08-27,2024-08-27 10:09:56
Amazon Prime Pvt Ltd,prime subscription,142.95,ENTERTAINMENT,2025-06-27,2025-06-27 10:09:56
BSNL Ltd,phone bill,644.71,UTILITIES,2024-06-17,2024-06-17 10:09:56
Tiffin Service Pvt Ltd,Mobile Banking - breakfast delivery,1278.82,FOOD_DINING,2024-08-18,2024-08-18 10:09:56
Zomato,food delivery,484.05,FOOD_DINING,2024-05-27,2024-05-27 10:09:56
Workshop,Mobile Banking - workshop fee,73911.75,EDUCATION,2025-10-01,2025-10-01 10:09:56
Wedding Expenses,miscellaneous expense,9375.54,MISCELLANEOUS,2025-05-31,2025-05-31 10:09:56
Coursera,course fee,14933.08,EDUCATION,2025-06-06,2025-06-06 10:09:56
KFC,food court payment,134.59,FOOD_DINING,2024-10-21,2024-10-21 10:09:56
Spotify,gaming subscription,299.0,ENTERTAINMENT,2025-09-09,2025-09-09 10:09:56
AdventurePark,concert booking,299.0,ENTERTAINMENT,2024-12-30,2024-12-30 10:09:56
YouTube Premium,RTGS Transfer - movie ticket,799.0,ENTERTAINMENT,2025-08-09,2025-08-09 10:09:56
SBI Securities,share trading,10000.0,INVESTMENT,2025-02-28,2025-02-28 10:09:56
Book Store,exam fee,15000.0,EDUCATION,2024-05-28,2024-05-28 10:09:56
Food Court,restaurant bill,400.0,FOOD_DINING,2025-08-13,2025-08-13 10:09:56
Airtel,Net Banking - internet bill,651.35,UTILITIES,2025-08-23,2025-08-23 10:09:56
Air India.com,ola booking,4793.99,TRANSPORTATION,2024-10-11,2024-10-11 10:09:56
Book Store,QR Code Payment - home appliances,200.0,SHOPPING,2024-09-08,2024-09-08 10:09:56
Courier Service,government fee,28907.72,MISCELLANEOUS,2025-10-03,2025-10-03 10:09:56
GoAir,metro recharge,80.0,TRANSPORTATION,2025-02-01,2025-02-01 10:09:56
College Fee,online course,34562.86,EDUCATION,2025-10-05,2025-10-05 10:09:56
Printing,gift purchase,1000.0,MISCELLANEOUS,2025-10-09,2025-10-09 10:09:56
SBI Securities,portfolio investment,117450.46,INVESTMENT,2024-05-06,2024-05-06 10:09:56
Wellness Center,RTGS Transfer - doctor consultation,2000.0,HEALTHCARE,2025-06-21,2025-06-21 10:09:56
Apollo Hospital,medicine purchase,2000.0,HEALTHCARE,2025-04-15,2025-04-15 10:09:56
SBI Securities,mutual fund SIP,425171.04,INVESTMENT,2025-01-27,2025-01-27 10:09:56
MX Player,music subscription,1328.74,ENTERTAINMENT,2024-05-20,2024-05-20 10:09:56
Aditya Birla Sun Life,share trading,25000.0,INVESTMENT,2025-05-11,2025-05-11 10:09:56
SBI Securities,tax saving investment,1000.0,INVESTMENT,2025-07-24,2025-07-24 10:09:56
ICICI Direct,tax saving investment,266360.8,INVESTMENT,2025-02-14,2025-02-14 10:09:56
AIIMS,UPI Payment - eye checkup,21134.68,HEALTHCARE,2025-01-12,2025-01-12 10:09:56
Zomato,food delivery,100.0,FOOD_DINING,2024-12-11,2024-12-11 10:09:56
Pantaloons,Mobile Banking - home appliances,8868.46,SHOPPING,2024-08-28,2024-08-28 10:09:56
Subway Online,NEFT Transfer - dinner payment,300.0,FOOD_DINING,2025-03-11,2025-03-11 10:09:56
Zara,RTGS Transfer - fashion shopping,200.0,SHOPPING,2025-01-10,2025-01-10 10:09:56
Eye Specialist,medical emergency,500.0,HEALTHCARE,2024-07-01,2024-07-01 10:09:56
HDFC AMC,life insurance premium,2000.0,INVESTMENT,2025-03-10,2025-03-10 10:09:56
Workshop,course fee,30224.99,EDUCATION,2025-07-18,2025-07-18 10:09:56
Vi,broadband payment,2176.42,UTILITIES,2025-03-17,2025-03-17 10:09:56
Stationery Shop,RTGS Transfer - online course,47918.73,EDUCATION,2024-11-05,2024-11-05 10:09:56
Adani Power,maintenance charges,283.27,UTILITIES,2024-06-09,2024-06-09 10:09:56
Bikanervala,food court payment,800.0,FOOD_DINING,2024-08-27,2024-08-27 10:09:56
Flight Booking,Wallet Payment - petrol payment,150.0,TRANSPORTATION,2024-12-23,2024-12-23 10:09:56
GoAir,uber ride,300.0,TRANSPORTATION,2025-01-21,2025-01-21 10:09:56
Pantaloons,IMPS Payment - cosmetics,34127.22,SHOPPING,2024-07-20,2024-07-20 10:09:56
Canteen,QR Code Payment - snacks order,418.19,FOOD_DINING,2025-04-18,2025-04-18 10:09:56
Bikanervala,UPI Payment - breakfast delivery,200.0,FOOD_DINING,2025-09-19,2025-09-19 10:09:56
Mess Payment,breakfast delivery,300.0,FOOD_DINING,2025-09-11,2025-09-11 10:09:56
Uniqlo Ltd,electronics,12218.47,SHOPPING,2025-07-16,2025-07-16 10:09:56
Seminar,coaching classes,69776.03,EDUCATION,2025-03-19,2025-03-19 10:09:56
School Fee,course fee,30720.51,EDUCATION,2025-10-11,2025-10-11 10:09:56
Mumbai Metro,petrol payment,4210.41,TRANSPORTATION,2025-03-16,2025-03-16 10:09:56
UTI AMC,retirement fund,50000.0,INVESTMENT,2025-01-14,2025-01-14 10:09:56
Event Management India,maintenance,10000.0,MISCELLANEOUS,2025-02-26,2025-02-26 10:09:56
Airtel,phone bill,4079.96,UTILITIES,2024-07-30,2024-07-30 10:09:56
KSEB,cable bill,1936.96,UTILITIES,2024-11-15,2024-11-15 10:09:56
KSEB,broadband payment,4004.09,UTILITIES,2024-07-23,2024-07-23 10:09:56
College Fee,Mobile Banking - school fee,1000.0,EDUCATION,2024-09-13,2024-09-13 10:09:56
Legal Services,UPI Payment - government fee,2000.0,MISCELLANEOUS,2024-12-30,2024-12-30 10:09:56
Axis Mutual Fund,UPI Payment - life insurance premium,5905.14,INVESTMENT,2025-09-09,2025-09-09 10:09:56
Aditya Birla Sun Life,share trading,25000.0,INVESTMENT,2025-06-17,2025-06-17 10:09:56
Fun Republic,movie ticket,399.0,ENTERTAINMENT,2024-09-20,2024-09-20 10:09:56
Printing,service fee,500.0,MISCELLANEOUS,2025-03-08,2025-03-08 10:09:56
Max Hospital,medical emergency,2968.78,HEALTHCARE,2024-08-12,2024-08-12 10:09:56
Vedantu,NEFT Transfer - educational material,10000.0,EDUCATION,2025-02-06,2025-02-06 10:09:56
Dental Clinic,health insurance,5026.73,HEALTHCARE,2024-07-25,2024-07-25 10:09:56
Parking Fee,toll payment,34.21,TRANSPORTATION,2025-07-31,2025-07-31 10:09:56
Taxi Service,Debit Card Payment - flight booking,120.0,TRANSPORTATION,2024-10-04,2024-10-04 10:09:56
Taxi Service,bus ticket,2252.66,TRANSPORTATION,2025-10-14,2025-10-14 10:09:56
Online Course,school fee,95794.27,EDUCATION,2024-06-09,2024-06-09 10:09:56
Gaming Zone,movie ticket,149.0,ENTERTAINMENT,2024-08-15,2024-08-15 10:09:56
Wedding Expenses,donation,2000.0,MISCELLANEOUS,2025-01-29,2025-01-29 10:09:56
Coursera,workshop fee,50000.0,EDUCATION,2024-12-20,2024-12-20 10:09:56
BSES,maintenance charges,9584.73,UTILITIES,2024-09-27,2024-09-27 10:09:56
Ajio,mobile purchase,1000.0,SHOPPING,2025-02-16,2025-02-16 10:09:56
Franklin Templeton,IMPS Payment - systematic investment,56111.4,INVESTMENT,2024-10-18,2024-10-18 10:09:56
Legal Services Store,government fee,5693.22,MISCELLANEOUS,2025-01-01,2025-01-01 10:09:56
Essar,Credit Card Payment - bus ticket,168.39,TRANSPORTATION,2024-12-23,2024-12-23 10:09:56
Salon,gift purchase,1000.0,MISCELLANEOUS,2025-02-05,2025-02-05 10:09:56
ACT Fibernet India,NEFT Transfer - water bill,1445.42,UTILITIES,2025-04-16,2025-04-16 10:09:56
Training,Net Banking - book purchase,4962.41,EDUCATION,2024-11-30,2024-11-30 10:09:56
Certification,online course,67277.56,EDUCATION,2024-06-19,2024-06-19 10:09:56
Training,training program,5000.0,EDUCATION,2025-07-14,2025-07-14 10:09:56
Fortis Hospital,medical emergency,1000.0,HEALTHCARE,2025-02-09,2025-02-09 10:09:56
Haldirams,canteen recharge,1820.97,FOOD_DINING,2024-09-27,2024-09-27 10:09:56
Maintenance,Mobile Banking - internet bill,7958.97,UTILITIES,2025-01-01,2025-01-01 10:09:56
ACT Fibernet,maintenance charges,256.35,UTILITIES,2024-06-20,2024-06-20 10:09:56
Jio,RTGS Transfer - mobile recharge,300.0,UTILITIES,2025-05-02,2025-05-02 10:09:56
Seminar,RTGS Transfer - coaching classes,50000.0,EDUCATION,2024-11-01,2024-11-01 10:09:56
Lifestyle,home appliances,15000.0,SHOPPING,2025-06-24,2025-06-24 10:09:56
Videocon D2H,dth recharge,1500.0,UTILITIES,2024-05-31,2024-05-31 10:09:56
Essar,toll payment,356.54,TRANSPORTATION,2025-03-12,2025-03-12 10:09:56
Vi,internet bill,1000.0,UTILITIES,2025-05-06,2025-05-06 10:09:56
Hathway,dth recharge,5546.76,UTILITIES,2024-05-06,2024-05-06 10:09:56
Hathway,electricity bill,2000.0,UTILITIES,2024-08-07,2024-08-07 10:09:56
Uber,train ticket,150.0,TRANSPORTATION,2024-09-11,2024-09-11 10:09:56
Vedantu,training program,42196.86,EDUCATION,2025-05-02,2025-05-02 10:09:56
Bank Charges,donation,29652.36,MISCELLANEOUS,2025-05-10,2025-05-10 10:09:56
Pharmacy,medical checkup,2000.0,HEALTHCARE,2025-07-11,2025-07-11 10:09:56
SBI Securities,portfolio investment,9339.04,INVESTMENT,2024-11-10,2024-11-10 10:09:56
KFC,breakfast delivery,561.3,FOOD_DINING,2024-05-10,2024-05-10 10:09:56
Photography,QR Code Payment - tax payment,100.0,MISCELLANEOUS,2024-10-17,2024-10-17 10:09:56
den networks,cable bill,1000.0,UTILITIES,2025-03-14,2025-03-14 10:09:56
Taxi Service,train ticket,40.6,TRANSPORTATION,2024-06-17,2024-06-17 10:09:56
Photography,donation,5000.0,MISCELLANEOUS,2025-03-05,2025-03-05 10:09:56
Cleaning Service,donation,11513.64,MISCELLANEOUS,2025-02-07,2025-02-07 10:09:56
Health Insurance,medical emergency,200.0,HEALTHCARE,2025-10-08,2025-10-08 10:09:56
Stationery Shop,Debit Card Payment - school fee,32016.65,EDUCATION,2024-07-03,2024-07-03 10:09:56
SPOTIFY,music subscription,299.0,ENTERTAINMENT,2025-05-31,2025-05-31 10:09:56
Salon,RTGS Transfer - other charges,574.84,MISCELLANEOUS,2024-08-27,2024-08-27 10:09:56
Uniqlo,NEFT Transfer - mobile purchase,6932.22,SHOPPING,2025-08-14,2025-08-14 10:09:56
Amazon Prime,show tickets,988.46,ENTERTAINMENT,2025-05-28,2025-05-28 10:09:56
Fun Republic,Credit Card Payment - music subscription,1056.26,ENTERTAINMENT,2025-09-17,2025-09-17 10:09:56
Coursera,training program,10000.0,EDUCATION,2025-08-21,2025-08-21 10:09:56
spotify,UPI Payment - gaming subscription,796.95,ENTERTAINMENT,2024-12-05,2024-12-05 10:09:56
Grofers,home appliances,35894.55,SHOPPING,2024-04-27,2024-04-27 10:09:56
Sony LIV,movie ticket,299.0,ENTERTAINMENT,2024-07-11,2024-07-11 10:09:56
Max Hospital,medicine purchase,1067.75,HEALTHCARE,2024-08-07,2024-08-07 10:09:56
AIIMS,diagnostic test,5000.0,HEALTHCARE,2024-11-01,2024-11-01 10:09:56
Croma,electronics,2240.53,SHOPPING,2025-01-15,2025-01-15 10:09:56
iocl,fuel refill,1960.6,TRANSPORTATION,2024-08-06,2024-08-06 10:09:56
Chennai Metro,parking charges,150.0,TRANSPORTATION,2024-07-12,2024-07-12 10:09:56
Zara,medicine purchase,7007.86,SHOPPING,2024-04-23,2024-04-23 10:09:56
